Va,Ib,Ib_eff,I_CL,J_CL,tau_geom,tau_trans,tau_imp,sigma_deg,eta_div,T_ideal,T_axial,v_e0,Isp_eff,P_elec,mdot,perveance_margin,gas,thruster_type
500.0,0.1,0.06312513595117991,0.09492501646793974,13.560716638277107,0.7,0.95,0.9492501646793974,5.0,0.9961946980917455,0.003627307479462115,0.002281029615216088,27568.658175851357,1767.2304000407448,50.0,8.30560110387769e-08,0.9492501646793974,Iodine,ion
500.0,0.13223761271250095,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.7178367373760529,5.0,0.9961946980917455,0.004796664816582691,0.0022810296152160877,27568.658175851357,1336.4052509650921,66.11880635625047,8.305601103877692e-08,0.7178367373760529,Iodine,ion
500.0,0.174867862159014,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.5428385484670751,5.0,0.9961946980917455,0.006342995043269416,0.0022810296152160877,27568.658175851357,1010.6090268512204,87.433931079507,8.305601103877692e-08,0.5428385484670751,Iodine,ion
500.0,0.23124108632046694,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.41050238077668993,5.0,0.9961946980917455,0.008387825219691742,0.002281029615216088,27568.658175851357,764.2371985710263,115.62054316023347,8.305601103877692e-08,0.41050238077668993,Iodine,ion
500.0,0.3057876921606392,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.3104278520734996,5.0,0.9961946980917455,0.011091859829017454,0.002281029615216088,27568.658175851357,577.9272499667408,152.8938460803196,8.305601103877692e-08,0.3104278520734996,Iodine,ion
500.0,0.4043663440818807,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.2347500425226246,5.0,0.9961946980917455,0.01466761064330957,0.002281029615216088,27568.658175851357,437.03696558952396,202.18317204094035,8.305601103877692e-08,0.2347500425226246,Iodine,ion
500.0,0.5347244000266965,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.17752138571421192,5.0,0.9961946980917455,0.019396098156677283,0.002281029615216088,27568.658175851357,330.49368982461147,267.3622000133483,8.305601103877692e-08,0.17752138571421192,Iodine,ion
500.0,0.7071067811865475,0.06312513595117991,0.09492501646793974,13.560716638277107,0.7,0.95,0.13424424569744978,5.0,0.9961946980917455,0.025648937161763447,0.0022810296152160877,27568.658175851357,249.92411995756518,353.5533905932737,8.30560110387769e-08,0.13424424569744978,Iodine,ion
500.0,0.9350611267692983,0.06312513595117991,0.09492501646793974,13.560716638277107,0.7,0.95,0.10151744495668676,5.0,0.9961946980917455,0.03391754218884548,0.0022810296152160877,27568.658175851357,188.9962430741453,467.53056338464916,8.30560110387769e-08,0.10151744495668676,Iodine,ion
500.0,1.2365025114423323,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.07676896374210626,5.0,0.9961946980917455,0.04485174808128461,0.0022810296152160877,27568.658175851357,142.92169920296718,618.2512557211661,8.305601103877692e-08,0.07676896374210626,Iodine,ion
500.0,1.6351214022614597,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.05805380342808394,5.0,0.9961946980917455,0.05931088092251574,0.0022810296152160877,27568.658175851357,108.07946110891652,817.5607011307299,8.305601103877692e-08,0.05805380342808394,Iodine,ion
500.0,2.1622455073017246,0.06312513595117994,0.09492501646793974,13.560716638277107,0.7,0.95,0.04390112785406921,5.0,0.9961946980917455,0.078431293010689,0.002281029615216088,27568.658175851357,81.73125549679506,1081.1227536508623,8.305601103877693e-08,0.04390112785406921,Iodine,ion
500.0,2.8593018398391052,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.033198669390315655,5.0,0.9961946980917455,0.10371566949688173,0.0022810296152160877,27568.658175851357,61.806360399508854,1429.6509199195525,8.305601103877692e-08,0.033198669390315655,Iodine,ion
500.0,3.7810724932478514,0.06312513595117991,0.09492501646793974,13.560716638277107,0.7,0.95,0.025105315128830394,5.0,0.9961946980917455,0.13715112535146398,0.0022810296152160877,27568.658175851357,46.73886584286925,1890.5362466239258,8.30560110387769e-08,0.025105315128830394,Iodine,ion
500.0,5.000000000000001,0.06312513595117993,0.09492501646793974,13.560716638277107,0.7,0.95,0.018985003293587946,5.0,0.9961946980917455,0.1813653739731058,0.002281029615216088,27568.658175851357,35.344608000814894,2500.0000000000005,8.305601103877692e-08,0.018985003293587946,Iodine,ion
684.2105263157895,0.1,0.06649999999999999,0.15195335790741474,21.707622558202107,0.7,0.95,1.0,5.0,0.9961946980917455,0.0042432072546638505,0.0028109952790503715,32249.686864281768,2177.821926717174,68.42105263157895,8.749644101123593e-08,1.5195335790741473,Iodine,ion
684.2105263157895,0.13223761271250095,0.08793801245381312,0.15195335790741474,21.707622558202107,0.7,0.95,1.0,5.0,0.9961946980917455,0.005611115976011127,0.0037171930504773156,32249.686864281768,2177.821926717174,90.4783665927638,1.1570320480166004e-07,1.1490933236807441,Iodine,ion
684.2105263157895,0.174867862159014,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.8689610316688023,5.0,0.9961946980917455,0.007420005813206865,0.004271401717135943,32249.686864281768,1892.4423882310941,119.6464320035359,1.3295378016605338e-07,0.8689610316688023,Iodine,ion
684.2105263157895,0.23124108632046694,0.1010489830084308,0.15195335790741474,21.707622558202107,0.7,0.95,0.6571209309094371,5.0,0.9961946980917455,0.00981203855051355,0.004271401717135943,32249.686864281768,1431.0923718393733,158.21758537716158,1.329537801660534e-07,0.6571209309094371,Iodine,ion
684.2105263157895,0.3057876921606392,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.4969243753198189,5.0,0.9961946980917455,0.012975205537629406,0.004271401717135942,32249.686864281768,1082.212800491736,209.2231577941216,1.3295378016605338e-07,0.4969243753198189,Iodine,ion
684.2105263157895,0.4043663440818807,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.375781417349228,5.0,0.9961946980917455,0.01715810204750135,0.004271401717135944,32249.686864281768,818.3850103560061,276.67170910865525,1.3295378016605338e-07,0.375781417349228,Iodine,ion
684.2105263157895,0.5347244000266965,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.28417135612257144,5.0,0.9961946980917455,0.022689464534390535,0.004271401717135943,32249.686864281768,618.8746103086906,365.86406317616076,1.3295378016605338e-07,0.28417135612257144,Iodine,ion
684.2105263157895,0.7071067811865475,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.21489449960079893,5.0,0.9961946980917455,0.030004006237527622,0.004271401717135943,32249.686864281768,468.00195316153486,483.8099029171114,1.3295378016605338e-07,0.21489449960079893,Iodine,ion
684.2105263157895,0.9350611267692983,0.10104898300843078,0.15195335790741474,21.707622558202107,0.7,0.95,0.1625063362781685,5.0,0.9961946980917455,0.03967658156661641,0.004271401717135942,32249.686864281768,353.9098623770698,639.7786656842568,1.3295378016605335e-07,0.1625063362781685,Iodine,ion
684.2105263157895,1.2365025114423323,0.1010489830084308,0.15195335790741474,21.707622558202107,0.7,0.95,0.12288964761597373,5.0,0.9961946980917455,0.05246736426962175,0.004271401717135944,32249.686864281768,267.63176914461445,846.0280341447536,1.329537801660534e-07,0.12288964761597373,Iodine,ion
684.2105263157895,1.6351214022614597,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.09293093326113594,5.0,0.9961946980917455,0.06938158996331954,0.004271401717135943,32249.686864281768,202.38702412639213,1118.767275231525,1.3295378016605338e-07,0.09293093326113594,Iodine,ion
684.2105263157895,2.1622455073017246,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.0702757191051066,5.0,0.9961946980917455,0.09174855822946996,0.004271401717135943,32249.686864281768,153.04800198291818,1479.4311365748642,1.3295378016605338e-07,0.0702757191051066,Iodine,ion
684.2105263157895,2.8593018398391052,0.1010489830084308,0.15195335790741474,21.707622558202107,0.7,0.95,0.053143517690306265,5.0,0.9961946980917455,0.12132610310078987,0.004271401717135943,32249.686864281768,115.737118088831,1956.3644167320194,1.329537801660534e-07,0.053143517690306265,Iodine,ion
684.2105263157895,3.7810724932478514,0.10104898300843078,0.15195335790741474,21.707622558202107,0.7,0.95,0.04018789858664953,5.0,0.9961946980917455,0.16043874233759217,0.004271401717135943,32249.686864281768,87.52208673069146,2587.049600643267,1.3295378016605335e-07,0.04018789858664953,Iodine,ion
684.2105263157895,5.000000000000001,0.10104898300843079,0.15195335790741474,21.707622558202107,0.7,0.95,0.030390671581482943,5.0,0.9961946980917455,0.21216036273319258,0.004271401717135944,32249.686864281768,66.18547093781403,3421.052631578948,1.3295378016605338e-07,0.030390671581482943,Iodine,ion
868.421052631579,0.1,0.06649999999999999,0.2172807189114566,31.04010270163666,0.7,0.95,1.0,5.0,0.9961946980917455,0.004780403336696819,0.003166871285073711,36332.543154471314,2453.5372845074535,86.8421052631579,8.749644101123593e-08,2.172807189114566,Iodine,ion
868.421052631579,0.13223761271250095,0.08793801245381312,0.2172807189114566,31.04010270163666,0.7,0.95,1.0,5.0,0.9961946980917455,0.006321491250476611,0.004187794985059176,36332.543154471314,2453.5372845074535,114.83792682927714,1.1570320480166004e-07,1.6431082991784542,Iodine,ion
868.421052631579,0.174867862159014,0.11628712833574431,0.2172807189114566,31.04010270163666,0.7,0.95,1.0,5.0,0.9961946980917455,0.008359389117459898,0.005537840113536091,36332.543154471314,2453.5372845074535,151.8589329275648,1.530031558615711e-07,1.2425423186901832,Iodine,ion
868.421052631579,0.23124108632046694,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.9396285165791719,5.0,0.9961946980917455,0.011054256606277572,0.006881000695208642,36332.543154471314,2305.413599013428,200.81462759408973,1.9011289605115202e-07,0.9396285165791719,Iodine,ion
868.421052631579,0.3057876921606392,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.7105607075817579,5.0,0.9961946980917455,0.014617885039255391,0.006881000695208641,36332.543154471314,1743.3871889578409,265.55246950792355,1.9011289605115202e-07,0.7105607075817579,Iodine,ion
868.421052631579,0.4043663440818807,0.1444916780761186,0.2172807189114566,31.04010270163666,0.7,0.95,0.5373363092440233,5.0,0.9961946980917455,0.019330342204969164,0.006881000695208642,36332.543154471314,1318.3746690498383,351.1602461763701,1.90112896051152e-07,0.5373363092440233,Iodine,ion
868.421052631579,0.5347244000266965,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.40634150770117966,5.0,0.9961946980917455,0.02556198306100824,0.0068810006952086415,36332.543154471314,996.9740393878168,464.3659263389733,1.9011289605115202e-07,0.40634150770117966,Iodine,ion
868.421052631579,0.7071067811865475,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.3072813395267582,5.0,0.9961946980917455,0.03380255616185118,0.0068810006952086415,36332.543154471314,753.926223362295,614.0664152409491,1.9011289605115202e-07,0.3072813395267582,Iodine,ion
868.421052631579,0.9350611267692983,0.1444916780761186,0.2172807189114566,31.04010270163666,0.7,0.95,0.2323706041145959,5.0,0.9961946980917455,0.0446996933042344,0.006881000695208641,36332.543154471314,570.1299410186821,812.0267679838644,1.90112896051152e-07,0.2323706041145959,Iodine,ion
868.421052631579,1.2365025114423323,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.175722019891417,5.0,0.9961946980917455,0.05910980731532921,0.0068810006952086415,36332.543154471314,431.14052751255196,1073.8048125683413,1.9011289605115202e-07,0.175722019891417,Iodine,ion
868.421052631579,1.6351214022614597,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.13288353917387774,5.0,0.9961946980917455,0.07816539807275062,0.0068810006952086415,36332.543154471314,326.03471786041575,1419.9738493323202,1.9011289605115202e-07,0.13288353917387774,Iodine,ion
868.421052631579,2.1622455073017246,0.14449167807611865,0.2172807189114566,31.04010270163666,0.7,0.95,0.10048845895515451,5.0,0.9961946980917455,0.10336405637862868,0.0068810006952086415,36332.543154471314,246.55218070916848,1877.7395194988662,1.9011289605115205e-07,0.10048845895515451,Iodine,ion
868.421052631579,2.8593018398391052,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.07599082960884014,5.0,0.9961946980917455,0.1366861605579021,0.006881000695208641,36332.543154471314,186.44633372594222,2483.0779135444864,1.9011289605115202e-07,0.07599082960884014,Iodine,ion
868.421052631579,3.7810724932478514,0.1444916780761186,0.2172807189114566,31.04010270163666,0.7,0.95,0.05746536711461398,5.0,0.9961946980917455,0.18075051563014585,0.006881000695208641,36332.543154471314,140.99342078361389,3283.562954662608,1.90112896051152e-07,0.05746536711461398,Iodine,ion
868.421052631579,5.000000000000001,0.14449167807611862,0.2172807189114566,31.04010270163666,0.7,0.95,0.04345614378229131,5.0,0.9961946980917455,0.23902016683484095,0.0068810006952086415,36332.543154471314,106.62126901076847,4342.105263157896,1.9011289605115202e-07,0.04345614378229131,Iodine,ion
1052.6315789473683,0.1,0.06649999999999999,0.28996145258438744,41.423064654912494,0.7,0.95,1.0,5.0,0.9961946980917455,0.005263050856392346,0.003486610533685308,40000.81350796272,2701.2556466292326,105.26315789473684,8.749644101123593e-08,2.8996145258438744,Iodine,ion
1052.6315789473683,0.13223761271250095,0.08793801245381312,0.28996145258438744,41.423064654912494,0.7,0.95,1.0,5.0,0.9961946980917455,0.006959732808338075,0.00461061053432804,40000.81350796272,2701.2556466292326,139.19748706579045,1.1570320480166004e-07,2.192730544938038,Iodine,ion
1052.6315789473683,0.174867862159014,0.11628712833574431,0.28996145258438744,41.423064654912494,0.7,0.95,1.0,5.0,0.9961946980917455,0.009203384516914973,0.006096961302066487,40000.81350796272,2701.2556466292326,184.07143385159367,1.530031558615711e-07,1.6581746297139175,Iodine,ion
1052.6315789473683,0.23124108632046694,0.1537753224031105,0.28996145258438744,41.423064654912494,0.7,0.95,1.0,5.0,0.9961946980917455,0.012170335973920298,0.008062476073857737,40000.81350796272,2701.2556466292326,243.41166981101782,2.0232772068612858e-07,1.2539356962825476,Iodine,ion
1052.6315789473683,0.3057876921606392,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.9482443539031067,5.0,0.9961946980917455,0.01609376175100291,0.010109826549434183,40000.81350796272,2561.4504153650555,321.8817812217255,2.5370595131582147e-07,0.9482443539031067,Iodine,ion
1052.6315789473683,0.4043663440818807,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.717076128684124,5.0,0.9961946980917455,0.02128200633516384,0.010109826549434183,40000.81350796272,1937.00594167102,425.64878324408494,2.5370595131582147e-07,0.717076128684124,Iodine,ion
1052.6315789473683,0.5347244000266965,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.5422633651464397,5.0,0.9961946980917455,0.028142817114943885,0.010109826549434183,40000.81350796272,1464.7919770619894,562.8677895017858,2.5370595131582147e-07,0.5422633651464397,Iodine,ion
1052.6315789473683,0.7071067811865475,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.4100674188102439,5.0,0.9961946980917455,0.03721538950284693,0.010109826549434181,40000.81350796272,1107.6969305598457,744.3229275647867,2.5370595131582147e-07,0.4100674188102439,Iodine,ion
1052.6315789473683,0.9350611267692983,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.3100989275281121,5.0,0.9961946980917455,0.04921274264022347,0.010109826549434183,40000.81350796272,837.6564789989819,984.2748702834718,2.5370595131582147e-07,0.3100989275281121,Iodine,ion
1052.6315789473683,1.2365025114423323,0.19282436596861766,0.28996145258438744,41.423064654912494,0.7,0.95,0.23450130501244082,5.0,0.9961946980917455,0.06507775601777853,0.010109826549434183,40000.81350796272,633.4479743067798,1301.5815909919286,2.537059513158215e-07,0.23450130501244082,Iodine,ion
1052.6315789473683,1.6351214022614597,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.1773332868026529,5.0,0.9961946980917455,0.08605727096477629,0.010109826549434183,40000.81350796272,479.0225423109873,1721.1804234331153,2.5370595131582147e-07,0.1773332868026529,Iodine,ion
1052.6315789473683,2.1622455073017246,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.13410200257334864,5.0,0.9961946980917455,0.11380008068934844,0.010109826549434183,40000.81350796272,362.2437916755459,2276.047902422868,2.5370595131582147e-07,0.13410200257334864,Iodine,ion
1052.6315789473683,2.8593018398391052,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.10140987864390831,5.0,0.9961946980917455,0.1504865099684941,0.010109826549434181,40000.81350796272,273.93400731084256,3009.791410356953,2.5370595131582147e-07,0.10140987864390831,Iodine,ion
1052.6315789473683,3.7810724932478514,0.1928243659686176,0.28996145258438744,41.423064654912494,0.7,0.95,0.07668762053681691,5.0,0.9961946980917455,0.19899976823669646,0.010109826549434183,40000.81350796272,207.15286800163656,3980.0763086819484,2.537059513158214e-07,0.07668762053681691,Iodine,ion
1052.6315789473683,5.000000000000001,0.19282436596861763,0.28996145258438744,41.423064654912494,0.7,0.95,0.05799229051687748,5.0,0.9961946980917455,0.2631525428196173,0.010109826549434183,40000.81350796272,156.6520022196782,5263.1578947368425,2.5370595131582147e-07,0.05799229051687748,Iodine,ion
1236.842105263158,0.1,0.06649999999999999,0.36931510156129865,52.75930022304267,0.7,0.95,1.0,5.0,0.9961946980917455,0.00570501118074648,0.003779395757391158,43359.84859897581,2928.091345983663,123.6842105263158,8.749644101123593e-08,3.6931510156129863,Iodine,ion
1236.842105263158,0.13223761271250095,0.08793801245381312,0.36931510156129865,52.75930022304267,0.7,0.95,1.0,5.0,0.9961946980917455,0.007544170590400408,0.004997782724531612,43359.84859897581,2928.091345983663,163.5570473023038,1.1570320480166004e-07,2.7928143437089274,Iodine,ion
1236.842105263158,0.174867862159014,0.11628712833574431,0.36931510156129865,52.75930022304267,0.7,0.95,1.0,5.0,0.9961946980917455,0.00997623108770409,0.006608948563478394,43359.84859897581,2928.091345983663,216.28393477562258,1.530031558615711e-07,2.111966698749175,Iodine,ion
1236.842105263158,0.23124108632046694,0.1537753224031105,0.36931510156129865,52.75930022304267,0.7,0.95,1.0,5.0,0.9961946980917455,0.013192329829062257,0.008739515805740953,43359.84859897581,2928.091345983663,286.008712027946,2.0232772068612858e-07,1.5970998382591965,Iodine,ion
1236.842105263158,0.3057876921606392,0.20334881528682508,0.36931510156129865,52.75930022304267,0.7,0.95,1.0,5.0,0.9961946980917455,0.017445222027111094,0.011556927064143534,43359.84859897581,2928.091345983663,378.21109293552746,2.675533476909535e-07,1.207750053482488,Iodine,ion
1236.842105263158,0.4043663440818807,0.24559454253826354,0.36931510156129865,52.75930022304267,0.7,0.95,0.913318101188252,5.0,0.9961946980917455,0.023069145141047076,0.013957879279812567,43359.84859897581,2674.2788282195515,500.13732031179984,3.2313756998316775e-07,0.913318101188252,Iodine,ion
1236.842105263158,0.5347244000266965,0.2455945425382636,0.36931510156129865,52.75930022304267,0.7,0.95,0.6906643899976517,5.0,0.9961946980917455,0.03050608680770257,0.013957879279812568,43359.84859897581,2022.3284233312093,661.3696526645983,3.231375699831678e-07,0.6906643899976517,Iodine,ion
1236.842105263158,0.7071067811865475,0.2455945425382636,0.36931510156129865,52.75930022304267,0.7,0.95,0.5222904254171856,5.0,0.9961946980917455,0.040340520926509076,0.013957879279812567,43359.84859897581,1529.3140747541868,874.5794398886245,3.231375699831678e-07,0.5222904254171856,Iodine,ion
1236.842105263158,0.9350611267692983,0.24559454253826357,0.36931510156129865,52.75930022304267,0.7,0.95,0.39496359220632793,5.0,0.9961946980917455,0.05334534182900248,0.013957879279812567,43359.84859897581,1156.4894763179693,1156.5229725830795,3.231375699831678e-07,0.39496359220632793,Iodine,ion
1236.842105263158,1.2365025114423323,0.2455945425382636,0.36931510156129865,52.75930022304267,0.7,0.95,0.29867719486514177,5.0,0.9961946980917455,0.07054260652799607,0.013957879279812568,43359.84859897581,874.5541095272977,1529.3583694155163,3.231375699831678e-07,0.29867719486514177,Iodine,ion
1236.842105263158,1.6351214022614597,0.24559454253826363,0.36931510156129865,52.75930022304267,0.7,0.95,0.22586402517300322,5.0,0.9961946980917455,0.0932838588177949,0.013957879279812568,43359.84859897581,661.3504974781068,2022.3869975339107,3.231375699831679e-07,0.22586402517300322,Iodine,ion
1236.842105263158,2.1622455073017246,0.24559454253826357,0.36931510156129865,52.75930022304267,0.7,0.95,0.17080165055917657,5.0,0.9961946980917455,0.12335634794675183,0.013957879279812568,43359.84859897581,500.12283488205054,2674.3562853468698,3.231375699831678e-07,0.17080165055917657,Iodine,ion
1236.842105263158,2.8593018398391052,0.24559454253826363,0.36931510156129865,52.75930022304267,0.7,0.95,0.12916268454612692,5.0,0.9961946980917455,0.16312348965411075,0.013957879279812568,43359.84859897581,378.20013884353205,3536.5049071694198,3.231375699831679e-07,0.12916268454612692,Iodine,ion
1236.842105263158,3.7810724932478514,0.24559454253826354,0.36931510156129865,52.75930022304267,0.7,0.95,0.09767469473828198,5.0,0.9961946980917455,0.21571060849191961,0.013957879279812572,43359.84859897581,286.0004283847595,4676.58966270129,3.2313756998316775e-07,0.09767469473828198,Iodine,ion
1236.842105263158,5.000000000000001,0.24559454253826357,0.36931510156129865,52.75930022304267,0.7,0.95,0.07386302031225972,5.0,0.9961946980917455,0.28525055903732405,0.01395787927981257,43359.84859897581,216.2776705645432,6184.210526315791,3.231375699831678e-07,0.07386302031225972,Iodine,ion
1421.0526315789475,0.1,0.06649999999999999,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.006115112495115073,0.004051075359502367,46476.74536532649,3138.57543997313,142.10526315789477,8.749644101123593e-08,4.548214301450849,Iodine,ion
1421.0526315789475,0.13223761271250095,0.08793801245381312,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.008086478778224023,0.005357045344590294,46476.74536532649,3138.57543997313,187.91660753881715,1.1570320480166004e-07,3.4394255977224613,Iodine,ion
1421.0526315789475,0.174867862159014,0.11628712833574431,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.010693366488826466,0.007084028875612379,46476.74536532649,3138.57543997313,248.4964356996515,1.530031558615711e-07,2.60094350402419,Iodine,ion
1421.0526315789475,0.23124108632046694,0.1537753224031105,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.014140652563422704,0.009367750668974033,46476.74536532649,3138.57543997313,328.6057542448741,2.0232772068612858e-07,1.9668711879115104,Iodine,ion
1421.0526315789475,0.3057876921606392,0.20334881528682508,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.018699261371839263,0.012387689849510603,46476.74536532649,3138.57543997313,434.54040464932945,2.675533476909535e-07,1.4873765092747877,Iodine,ion
1421.0526315789475,0.4043663440818807,0.26890361881445063,0.4548214301450849,64.97449002072642,0.7,0.95,1.0,5.0,0.9961946980917455,0.024727456832991095,0.01638118532722162,46476.74536532649,3138.57543997313,574.6258573795147,3.5380615971889413e-07,1.124775681264382,Iodine,ion
1421.0526315789475,0.5347244000266965,0.3024562510464815,0.4548214301450849,64.97449002072642,0.7,0.95,0.8505716779005739,5.0,0.9961946980917455,0.032698998600461625,0.018425158886343804,46476.74536532649,2669.583378195477,759.8715158274109,3.97952564333354e-07,0.8505716779005739,Iodine,ion
1421.0526315789475,0.7071067811865475,0.30245625104648144,0.4548214301450849,64.97449002072642,0.7,0.95,0.6432146349691064,5.0,0.9961946980917455,0.04324037513014456,0.0184251588863438,46476.74536532649,2018.777655945319,1004.8359522124623,3.9795256433335397e-07,0.6432146349691064,Iodine,ion
1421.0526315789475,0.9350611267692983,0.30245625104648144,0.4548214301450849,64.97449002072642,0.7,0.95,0.4864082327072293,5.0,0.9961946980917455,0.057180039800033146,0.018425158886343797,46476.74536532649,1526.6289329756448,1328.7710748826871,3.9795256433335397e-07,0.4864082327072293,Iodine,ion
1421.0526315789475,1.2365025114423323,0.30245625104648144,0.4548214301450849,64.97449002072642,0.7,0.95,0.3678289578357211,5.0,0.9961946980917455,0.07561351957962173,0.0184251588863438,46476.74536532649,1154.4589331741063,1757.1351478391039,3.9795256433335397e-07,0.3678289578357211,Iodine,ion
